sentence	sentence_id	locale	reason
目前是的代表理事。	e0d3ca282ad88ed8384b417c8d9335c21f6cb86be65475b6ef63398f85c84cf2	zh-CN	grammar-or-spelling
山内面是大韩民国庆尚北道庆州市下辖的一个面。	e737d28d9f1982570493ffcdb4adf624ee4e72b0757a6f5ba5efa339795a74e5	zh-CN	grammar-or-spelling
其侄儿巴龙列谢八世被立越南人为新的柬埔寨国王。	df894e2d4cb79506d23bc89d72709d263f0f9d4d992a51288ed5416d21d6e257	zh-CN	grammar-or-spelling
剧本最初是由所撰写。	e4c31f0e88985005627e4bda4f38c266b31933695870bc942a5d37d9e180a086	zh-CN	grammar-or-spelling
像纽西兰及夏威夷等的群岛上的特有种就饱受伤害而濒临绝种。	e82c5954e9bf72c4965d3e9af019a65e71c90b0bdb1dbe39f3aa5ab3f12bc6b4	zh-CN	grammar-or-spelling
洼点蓼为蓼科蓼属下的一个变种。	e7cfb05f47293e45ea169b64404185f9c8c7203d0afc383ec6777b22c5f343db	zh-CN	difficult-pronounce
九江浔阳人人。	deef7cd9e76cbcf4be822a13ee24c9cefa2788ba2036a67fc9473fc124d585fc	zh-CN	grammar-or-spelling
刺盾炱亚纲是真菌界散囊菌纲的一个亚纲。	e28fde4764309f801b950e74cbfdef24e8aa89e6c8ccc25fa17f4975d53d39f4	zh-CN	difficult-pronounce
这同时也是卡沙干油田与的主要出口路线。	e62173a0f726545e9e045406cc20efacfc2ef80707dc59cc1e6ac716dd06740d	zh-CN	grammar-or-spelling
吹制聚对苯二甲酸乙二酯的保特瓶时也会往复式压缩机。	deec5b9dd953043e9ac43144c2f90b6a39c473881006abe3eb76e22f688d9ebd	zh-CN	grammar-or-spelling
卡斯蒂利。	ec4bd522603ad73e9f5fd218fff9d86f6ec708cbe0b52dabe676417baa6f9548	zh-CN	different-language
默斯河畔埃皮耶。	e9710f40a2ffa46aba1a2bff4aa3d6bc4501ffec10d611ad4c09fbf0ad543068	zh-CN	different-language
纳闽联邦直辖区旗是马来西亚联邦直辖区纳闽的代表旗帜。	eb9b25aec1be1b9325be99904400059685d8cac5898177a328d48d9b0ac8dcd9	zh-CN	different-language
埃尔泽。	e7d4b19c944d61f1aaace98746cfbcf7634e5750087d9c260d863c49513b2e42	zh-CN	different-language
周孝王封大骆之子非子于秦邑。	ec55affb9bddf1b711d8b230ba28970ad9ac3cc8bf1a71448f1865777ebec9ad	zh-CN	difficult-pronounce
假掌袋貂属等之数种哺乳动物。	e30a3b819402f771da10b94a8e21a835f57947f98b384102e3209b906fe70ac9	zh-CN	grammar-or-spelling
假掌袋貂属等之数种哺乳动物。	e30a3b819402f771da10b94a8e21a835f57947f98b384102e3209b906fe70ac9	zh-CN	difficult-pronounce
播放曲目Coma	0091b4f0399c3df806309c5f9540b064aa8d95f2f8e0e74b6d9a9a00ee4dd6ce	zh-CN	It mixes languages.
Hugo Dyson 在记不起他的名字时，曾叫他 Humphrey。	00d77751063abff1a1c69c7af3735720b841e00c62d6ff05be91a7872b1e99d8	zh-CN	English names are not translated.
Lockwood是这个系列的原创演员。	00b64c25b4a4d0ac8d3eb79b68636569644211a767738cf0f9ddedf4c8f69098	zh-CN	English name is not translated.
其侄儿巴龙列谢八世被立越南人为新的柬埔寨国王。	df894e2d4cb79506d23bc89d72709d263f0f9d4d992a51288ed5416d21d6e257	zh-CN	grammar-or-spelling
他的着作引起了很大争议。	ec6deb8765d7e2c0e3a88f514eec41d0c25b2ec89bb599bb2b5be2fd8d08c54a	zh-CN	???
三	43e43bbd12d531c1aad2d065e6429ddd488b298a655fa8598358defc4c9c0d88	zh-CN	???
兰屿瘤节蜱为节蜱科瘤节蜱属下的一个种。	edbbd8e4424734abb5e223719f955559b31e0865c88bc95a3001ff3b1a9a5554	zh-CN	difficult-pronounce
台水毛花为莎草科藨草属下的一个变种。	e98ee12387bd21ccea05ac218bb90300d6310afbd75b90cdff9f801a1230918d	zh-CN	difficult-pronounce
陶莉娟帮助于继光拆散了范守望与白活这对商界孖宝。	eea2468ae35b8be2d2e385657619e3166d5f0aead5eb329faa3679e177a21d63	zh-CN	grammar-or-spelling
广州军区司令员与参谋长陶汉章坐镇军区指挥所协调战区个军兵种应急战备。	ef666b544a15082f05416f62b1e3da7e7ed290506bfcd88cf9bbbfd7235f6404	zh-CN	grammar-or-spelling
若要制备维蒂希试剂去质子化制得。	ef29ffe2c23a328465b253ef0bb9bf956e396118be81c2118c300cd533d610cd	zh-CN	grammar-or-spelling
是	d7735fd721dc3cf6d6d87a9cb12ceb6ce40023c2d03e202a29cc2c558afeaf61	zh-CN	different-language
是	d7735fd721dc3cf6d6d87a9cb12ceb6ce40023c2d03e202a29cc2c558afeaf61	zh-CN	grammar-or-spelling
莫谢诺耶农村居民点是俄罗斯联邦别尔哥罗德州雅科夫列沃区所属的一个农村居民点。	ec07b75e28bd9c2ac6ae254c51b17756a8f01c3f8c20b5f383df16a160b8cfdc	zh-CN	????????????
担任中国北方机车车辆工业集团公司北京二七轨道交通装备有限责任公司副总经理。	f29b82ea8e51b0e782f2356aad19b3bfcbed11337d57db83ec39a8a8b4bca4ac	zh-CN	????
德瑞福是能够稳定激光的的发明者之一。	f224d877dae40023c61619b97dbaf4daeaa995e8ace034c2d26f9f89b680dc07	zh-CN	grammar-or-spelling
陪我打集会所	f969409c06a31694a0194cdd0ed8a698ea8676977cb343ee1fb0171f98b25bf1	zh-CN	grammar-or-spelling
四	b7fb749b782430037ad567fa1e424c30f5cd3652d153c5ef871f4e21bff08fb2	zh-CN	difficult-pronounce
四	b7fb749b782430037ad567fa1e424c30f5cd3652d153c5ef871f4e21bff08fb2	zh-CN	different-language
零	a5f392faed81f7335c64f2742e727067281798e1cb5a9be69e04178c9aedd7ae	zh-CN	grammar-or-spelling
零	a5f392faed81f7335c64f2742e727067281798e1cb5a9be69e04178c9aedd7ae	zh-CN	difficult-pronounce
零	a5f392faed81f7335c64f2742e727067281798e1cb5a9be69e04178c9aedd7ae	zh-CN	different-language
二	c12e938a0068a18bf192b624c180a352825a9a1dd594e17b8c8d64009f9bc4ac	zh-CN	difficult-pronounce
二	c12e938a0068a18bf192b624c180a352825a9a1dd594e17b8c8d64009f9bc4ac	zh-CN	grammar-or-spelling
二	c12e938a0068a18bf192b624c180a352825a9a1dd594e17b8c8d64009f9bc4ac	zh-CN	different-language
萨拉姆最大个贡献是提升巴基斯坦物理地位。	f6ceb8f41b586ba0678c79764a1e797927b70048f55108b11504536ff7aff7e7	zh-CN	grammar-or-spelling
这么閒，还不快点去浪费时间。	f5f62ce7aaf6b2185e777ea6e430e2984ccaa7ca4f156cb924c61c8ebcb121ad	zh-CN	grammar-or-spelling
这么閒，还不快点去浪费时间。	f5f62ce7aaf6b2185e777ea6e430e2984ccaa7ca4f156cb924c61c8ebcb121ad	zh-CN	different-language
萨拉姆最大个贡献是提升巴基斯坦物理地位。	f6ceb8f41b586ba0678c79764a1e797927b70048f55108b11504536ff7aff7e7	zh-CN	different-language
萨拉姆最大个贡献是提升巴基斯坦物理地位。	f6ceb8f41b586ba0678c79764a1e797927b70048f55108b11504536ff7aff7e7	zh-CN	grammar-or-spelling
中间异吻象鼻鱼为辐鳍鱼纲骨舌鱼目象鼻鱼科的其中一种。	f666725e4f95133797affb8476d818697657320b59aae01845d276bac771351c	zh-CN	difficult-pronounce
其剧剧情与原着的第二版大致相同。	feb57bfcb894a78ad83c613cadd7e172c97d71f1b982d3405bd08a49925e3def	zh-CN	grammar-or-spelling
其剧剧情与原着的第二版大致相同。	feb57bfcb894a78ad83c613cadd7e172c97d71f1b982d3405bd08a49925e3def	zh-CN	different-language
他死之前所进行的经济学着作丝毫不比他所承担的其他领域的着作差。	f672123870b8a07c4055d122a86984e13a534a328a10412ad83491d7a5063086	zh-CN	grammar-or-spelling
其中含有金属的辅因子及所谓的铁幕辅因子。	002a7ab104fe30eb172404cad0157f0f3735d0e638b71ba4c3924851a5a0a16f	zh-CN	difficult-pronunciation
一	74282373452b03479492e498e58442d4ac5b52cd6611b1ea38f6e398909cfd6a	zh-CN	"?????????
This is a punctuation mark"
桐野洋雄日本的电影演员。	ffe7562e7dd2a39924d6db616f1f276f896348abe4f3bdd3556b9c332f18f916	zh-CN	grammar-or-spelling
之后出任多项公职。	003460913a5b3a90a0a449ccb26a8daee774055a387601521dd2b07d6a7b880d	zh-CN	grammar-or-spelling
也被称为射击者部队。	fd66e55ef3aef0fced1ab190d291171b3ed5fd4ed93f2487e8d8fdcbf05a063c	zh-CN	grammar-or-spelling
伊里芬丁蒲纸卷找到的古老蒲纸卷。	00c500a106c0fc10a8fbc4fe5ffcdd328569aafd155bcb4363aa333247d01227	zh-CN	grammar-or-spelling
四	b7fb749b782430037ad567fa1e424c30f5cd3652d153c5ef871f4e21bff08fb2	zh-CN	difficult-pronounce
四	b7fb749b782430037ad567fa1e424c30f5cd3652d153c5ef871f4e21bff08fb2	zh-CN	different-language
二	c12e938a0068a18bf192b624c180a352825a9a1dd594e17b8c8d64009f9bc4ac	zh-CN	different-language
二	c12e938a0068a18bf192b624c180a352825a9a1dd594e17b8c8d64009f9bc4ac	zh-CN	difficult-pronounce
其祭孔典礼仍遵循古八佾舞的传统。	04497e55eb9b763218a2fa6c5b695da5e084eb1d3c4acf0b6355c418be134cde	zh-CN	?????????????????????????????????
零	a5f392faed81f7335c64f2742e727067281798e1cb5a9be69e04178c9aedd7ae	zh-CN	?????????????“????”
因此现在,大会,发布这一世界人权宣言,作为所有人民和所有国家努力实现的共同标准,以期每一个人和社会机构经常铭念本宣言,努力通过教诲和教育促进对权利和自由的尊重,并通过国家的和国际的渐进措施,使这些权利和自由在各会员国本身人民及在其管辖下领土的人民中得到普遍和有效的承认和遵行;	d8f74ab175cc49867f7512343368598668ff7e5850896641085f9e84ad662c9d	zh-CN	difficult-pronunciation
